,external_urls,followers,genres,href,id,images,name,popularity,type,uri
177,{'spotify': 'https://open.spotify.com/artist/708dyjyJRoOhRAlx9GQUhC'},"{'href': None, 'total': 7}",[],https://api.spotify.com/v1/artists/708dyjyJRoOhRAlx9GQUhC,708dyjyJRoOhRAlx9GQUhC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737c77fccaf80ce62066878f94', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027c77fccaf80ce62066878f94', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517c77fccaf80ce62066878f94', 'width': 64}]",Calil,38,artist,spotify:artist:708dyjyJRoOhRAlx9GQUhC
178,{'spotify': 'https://open.spotify.com/artist/6VOBt4TWKchK9yAYqEwEqG'},"{'href': None, 'total': 1585}",['background music'],https://api.spotify.com/v1/artists/6VOBt4TWKchK9yAYqEwEqG,6VOBt4TWKchK9yAYqEwEqG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d13942b20ac9a4b539d4569c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d13942b20ac9a4b539d4569c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d13942b20ac9a4b539d4569c', 'width': 64}]",Empty Space,51,artist,spotify:artist:6VOBt4TWKchK9yAYqEwEqG
179,{'spotify': 'https://open.spotify.com/artist/3Ni9BAJnZMfBG74X6Osx9N'},"{'href': None, 'total': 181}",['background music'],https://api.spotify.com/v1/artists/3Ni9BAJnZMfBG74X6Osx9N,3Ni9BAJnZMfBG74X6Osx9N,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e5928ad96e43c5d27ac80547', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e5928ad96e43c5d27ac80547', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e5928ad96e43c5d27ac80547', 'width': 64}]",Jars Of Bees,42,artist,spotify:artist:3Ni9BAJnZMfBG74X6Osx9N
180,{'spotify': 'https://open.spotify.com/artist/2mV1g4eh6K7K9L60yfnLAT'},"{'href': None, 'total': 204}",[],https://api.spotify.com/v1/artists/2mV1g4eh6K7K9L60yfnLAT,2mV1g4eh6K7K9L60yfnLAT,"[{'height': 640, 'url': 'https://i.scdn.co/image/d19d8ed09d433f13211732cba86377e1708fcfd7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/22ffc8e3825033bfdbe189c013f9fe7e02e16f1b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1a673a912efb6f48712ed03b5134741cd5157bb4', 'width': 160}]",Juan Manuel Nigretti,41,artist,spotify:artist:2mV1g4eh6K7K9L60yfnLAT
181,{'spotify': 'https://open.spotify.com/artist/40tqIiKClGVYgzgxL4YoQw'},"{'href': None, 'total': 3843}","['432hz', 'background music']",https://api.spotify.com/v1/artists/40tqIiKClGVYgzgxL4YoQw,40tqIiKClGVYgzgxL4YoQw,"[{'height': 640, 'url': 'https://i.scdn.co/image/485410cceae5e5522522305645d9d2e4239a5d09', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a58da1985e349d59536cc597d52542740689a054', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2e61d23f0d9512f36fe6b1d509f70d5c49efd2b6', 'width': 160}]",Abe Hathot,54,artist,spotify:artist:40tqIiKClGVYgzgxL4YoQw
182,{'spotify': 'https://open.spotify.com/artist/0hLfoeEsM4nCp6169vUXyL'},"{'href': None, 'total': 17}",[],https://api.spotify.com/v1/artists/0hLfoeEsM4nCp6169vUXyL,0hLfoeEsM4nCp6169vUXyL,[],Firas Roby,46,artist,spotify:artist:0hLfoeEsM4nCp6169vUXyL
183,{'spotify': 'https://open.spotify.com/artist/0UlTnSGW8Z8hUZq1VDVorm'},"{'href': None, 'total': 1663}",['background music'],https://api.spotify.com/v1/artists/0UlTnSGW8Z8hUZq1VDVorm,0UlTnSGW8Z8hUZq1VDVorm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ab22122782706691a33ba607', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ab22122782706691a33ba607', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ab22122782706691a33ba607', 'width': 64}]",Morongo,46,artist,spotify:artist:0UlTnSGW8Z8hUZq1VDVorm
184,{'spotify': 'https://open.spotify.com/artist/3aJYpSuHbjZsn6oONgiBwa'},"{'href': None, 'total': 82}",[],https://api.spotify.com/v1/artists/3aJYpSuHbjZsn6oONgiBwa,3aJYpSuHbjZsn6oONgiBwa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730320e58a96c053c75c90244c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020320e58a96c053c75c90244c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510320e58a96c053c75c90244c', 'width': 64}]",Sal Lastra,47,artist,spotify:artist:3aJYpSuHbjZsn6oONgiBwa
185,{'spotify': 'https://open.spotify.com/artist/7mRf8eSpaoh4FD8D4mtvRk'},"{'href': None, 'total': 3940}",['soundtrack'],https://api.spotify.com/v1/artists/7mRf8eSpaoh4FD8D4mtvRk,7mRf8eSpaoh4FD8D4mtvRk,"[{'height': 539, 'url': 'https://i.scdn.co/image/471c3f8df231dfa9d6463c917dd20a6d75333617', 'width': 496}, {'height': 217, 'url': 'https://i.scdn.co/image/c8af46689dddd2ed031f08205c73073cbce5db06', 'width': 200}, {'height': 70, 'url': 'https://i.scdn.co/image/c34fdcd6f49bc732a6cabbf35e575ab579ffc2a2', 'width': 64}]",David Wingo,48,artist,spotify:artist:7mRf8eSpaoh4FD8D4mtvRk
186,{'spotify': 'https://open.spotify.com/artist/6eGKvCZdc06HkiwZKFlcBY'},"{'href': None, 'total': 2409}",['background music'],https://api.spotify.com/v1/artists/6eGKvCZdc06HkiwZKFlcBY,6eGKvCZdc06HkiwZKFlcBY,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a87b87993941b881b1bb6bd9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a87b87993941b881b1bb6bd9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a87b87993941b881b1bb6bd9', 'width': 64}]",Tejal Yann,59,artist,spotify:artist:6eGKvCZdc06HkiwZKFlcBY
187,{'spotify': 'https://open.spotify.com/artist/59TdBGgpKBf2dRrmguF06s'},"{'href': None, 'total': 1621}",['background music'],https://api.spotify.com/v1/artists/59TdBGgpKBf2dRrmguF06s,59TdBGgpKBf2dRrmguF06s,"[{'height': 640, 'url': 'https://i.scdn.co/image/4c13c19c83662f2455599460b5ab11e9d1f5f631', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/bdf6cee94509dd157f019c891874658a96bde6dc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b6cd8810743860ccc40d49c9f0cf03b91f3d3e06', 'width': 160}]",IFEELU,57,artist,spotify:artist:59TdBGgpKBf2dRrmguF06s
188,{'spotify': 'https://open.spotify.com/artist/17LlecIqr0KpoiUMya3KEO'},"{'href': None, 'total': 525}",[],https://api.spotify.com/v1/artists/17LlecIqr0KpoiUMya3KEO,17LlecIqr0KpoiUMya3KEO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737a151e8f469e7fefd8535cba', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027a151e8f469e7fefd8535cba', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517a151e8f469e7fefd8535cba', 'width': 64}]",William Keats,48,artist,spotify:artist:17LlecIqr0KpoiUMya3KEO
189,{'spotify': 'https://open.spotify.com/artist/4MkWDFm702DiQ6TYCdFyh0'},"{'href': None, 'total': 104}",['background music'],https://api.spotify.com/v1/artists/4MkWDFm702DiQ6TYCdFyh0,4MkWDFm702DiQ6TYCdFyh0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734ce6c2abe0b09eb0b1d5ce39', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024ce6c2abe0b09eb0b1d5ce39', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514ce6c2abe0b09eb0b1d5ce39', 'width': 64}]",Casiamty,41,artist,spotify:artist:4MkWDFm702DiQ6TYCdFyh0
190,{'spotify': 'https://open.spotify.com/artist/5GHBk4xcO1UqlbyrUXv5dq'},"{'href': None, 'total': 17489}","['compositional ambient', 'focus']",https://api.spotify.com/v1/artists/5GHBk4xcO1UqlbyrUXv5dq,5GHBk4xcO1UqlbyrUXv5dq,"[{'height': 640, 'url': 'https://i.scdn.co/image/aa0daa8c1711626ac11af5d945cf71b703315c77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/846c1b2388ff8371cd899b77b977eed3b59c9be2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/02ab920293d459295e6af5517beb9ab4ab7da212', 'width': 160}]",Alaskan Tapes,56,artist,spotify:artist:5GHBk4xcO1UqlbyrUXv5dq
191,{'spotify': 'https://open.spotify.com/artist/3uuH2jEYv8ZArIf83io4hN'},"{'href': None, 'total': 159}",[],https://api.spotify.com/v1/artists/3uuH2jEYv8ZArIf83io4hN,3uuH2jEYv8ZArIf83io4hN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733534790fd9abf174d249dd43', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023534790fd9abf174d249dd43', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513534790fd9abf174d249dd43', 'width': 64}]",Static Garden,47,artist,spotify:artist:3uuH2jEYv8ZArIf83io4hN
192,{'spotify': 'https://open.spotify.com/artist/1X1f0eZsNTvUUZ48ZGmFtd'},"{'href': None, 'total': 4267}","['background music', 'focus']",https://api.spotify.com/v1/artists/1X1f0eZsNTvUUZ48ZGmFtd,1X1f0eZsNTvUUZ48ZGmFtd,"[{'height': 640, 'url': 'https://i.scdn.co/image/2b8a28e6d0e34524b644401abd74e9c4537368f0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9f09b9018423bd8f52912c1749fafd0a724f783f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/542e7ac85688adf0097cc1b0ba693bd193e77010', 'width': 160}]",Deep Watch,52,artist,spotify:artist:1X1f0eZsNTvUUZ48ZGmFtd
193,{'spotify': 'https://open.spotify.com/artist/1kgpTcXkeXeImymThm78ZB'},"{'href': None, 'total': 664}",['background music'],https://api.spotify.com/v1/artists/1kgpTcXkeXeImymThm78ZB,1kgpTcXkeXeImymThm78ZB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731e44743f5770429c1e505e3d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021e44743f5770429c1e505e3d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511e44743f5770429c1e505e3d', 'width': 64}]",Leyenda,53,artist,spotify:artist:1kgpTcXkeXeImymThm78ZB
194,{'spotify': 'https://open.spotify.com/artist/4EEGhKKHmkHT31LAlDnXfb'},"{'href': None, 'total': 3130}","['background music', 'calming instrumental', 'focus']",https://api.spotify.com/v1/artists/4EEGhKKHmkHT31LAlDnXfb,4EEGhKKHmkHT31LAlDnXfb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cdc6526c3c094ea1ca230c78', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cdc6526c3c094ea1ca230c78', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cdc6526c3c094ea1ca230c78', 'width': 64}]",Yonder Dale,56,artist,spotify:artist:4EEGhKKHmkHT31LAlDnXfb
195,{'spotify': 'https://open.spotify.com/artist/3vPhTEUkre5n2L7pr8krQA'},"{'href': None, 'total': 66}",[],https://api.spotify.com/v1/artists/3vPhTEUkre5n2L7pr8krQA,3vPhTEUkre5n2L7pr8krQA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ee5c7b741f5740ac69f33137', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ee5c7b741f5740ac69f33137', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ee5c7b741f5740ac69f33137', 'width': 64}]",Don Eylert,37,artist,spotify:artist:3vPhTEUkre5n2L7pr8krQA
196,{'spotify': 'https://open.spotify.com/artist/649ytPVPCsXWTdUcEPzlOr'},"{'href': None, 'total': 37}",[],https://api.spotify.com/v1/artists/649ytPVPCsXWTdUcEPzlOr,649ytPVPCsXWTdUcEPzlOr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cf68e51e0a0167ac04245e89', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cf68e51e0a0167ac04245e89', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cf68e51e0a0167ac04245e89', 'width': 64}]",Forest Lane,38,artist,spotify:artist:649ytPVPCsXWTdUcEPzlOr
197,{'spotify': 'https://open.spotify.com/artist/3c4jBYA9Q6SFvKxMBTACgg'},"{'href': None, 'total': 3117}",['focus'],https://api.spotify.com/v1/artists/3c4jBYA9Q6SFvKxMBTACgg,3c4jBYA9Q6SFvKxMBTACgg,"[{'height': 640, 'url': 'https://i.scdn.co/image/f1d89e99965d036b00fbf557ccdccd8b2d86598c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/5649497bac71771b098ebd5a4f877e53d0bb6b49', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2bc7f4494377bde7d6c4e9c8269b2ce1d7c7a9df', 'width': 160}]",Ceilidh,42,artist,spotify:artist:3c4jBYA9Q6SFvKxMBTACgg
198,{'spotify': 'https://open.spotify.com/artist/0ndav6EeWFjk6gBztWytIo'},"{'href': None, 'total': 135}",['background music'],https://api.spotify.com/v1/artists/0ndav6EeWFjk6gBztWytIo,0ndav6EeWFjk6gBztWytIo,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27300e7c04416c839b367929375', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0200e7c04416c839b367929375', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485100e7c04416c839b367929375', 'width': 64}]",Chime Dolma,45,artist,spotify:artist:0ndav6EeWFjk6gBztWytIo
199,{'spotify': 'https://open.spotify.com/artist/6F3AbMb1nVGlPROQ0nQBqU'},"{'href': None, 'total': 1240}",['atmosphere'],https://api.spotify.com/v1/artists/6F3AbMb1nVGlPROQ0nQBqU,6F3AbMb1nVGlPROQ0nQBqU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d2b140b50df2c2b80fbceafe', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d2b140b50df2c2b80fbceafe', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d2b140b50df2c2b80fbceafe', 'width': 64}]",Delle Alpi,51,artist,spotify:artist:6F3AbMb1nVGlPROQ0nQBqU
200,{'spotify': 'https://open.spotify.com/artist/0yrywRgSz0i2hZCJHuP3iT'},"{'href': None, 'total': 4932}",['background music'],https://api.spotify.com/v1/artists/0yrywRgSz0i2hZCJHuP3iT,0yrywRgSz0i2hZCJHuP3iT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27366b5b74025a13ae45a22e912', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0266b5b74025a13ae45a22e912', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485166b5b74025a13ae45a22e912', 'width': 64}]",Calma,47,artist,spotify:artist:0yrywRgSz0i2hZCJHuP3iT
201,{'spotify': 'https://open.spotify.com/artist/1Zwtu3gCjyYVvEZZXbzucG'},"{'href': None, 'total': 268}",['background music'],https://api.spotify.com/v1/artists/1Zwtu3gCjyYVvEZZXbzucG,1Zwtu3gCjyYVvEZZXbzucG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733988ba13a0fec4cac1943604', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023988ba13a0fec4cac1943604', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513988ba13a0fec4cac1943604', 'width': 64}]",Light Bin,45,artist,spotify:artist:1Zwtu3gCjyYVvEZZXbzucG
202,{'spotify': 'https://open.spotify.com/artist/6CXWg7xfVjOtwgILyQZZ20'},"{'href': None, 'total': 2100}",['chill guitar'],https://api.spotify.com/v1/artists/6CXWg7xfVjOtwgILyQZZ20,6CXWg7xfVjOtwgILyQZZ20,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273512a0605ec1a844e87ba85e9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02512a0605ec1a844e87ba85e9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851512a0605ec1a844e87ba85e9', 'width': 64}]",Sofia's Choice,41,artist,spotify:artist:6CXWg7xfVjOtwgILyQZZ20
203,{'spotify': 'https://open.spotify.com/artist/3c3ccZ0IYqJ9cfMdSfVt02'},"{'href': None, 'total': 456}",['background music'],https://api.spotify.com/v1/artists/3c3ccZ0IYqJ9cfMdSfVt02,3c3ccZ0IYqJ9cfMdSfVt02,"[{'height': 640, 'url': 'https://i.scdn.co/image/99e11fceaad82bc6c42d1bb7d213f534b0d53517', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/33ae5d793d181745d07fe80765c8b9ddd06e4e4f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8eaf7827ac16cdc969a02bcdc8a93e7b09011cb8', 'width': 160}]",Spheres,55,artist,spotify:artist:3c3ccZ0IYqJ9cfMdSfVt02
204,{'spotify': 'https://open.spotify.com/artist/3anH6IjogfsbzwaSRB8Kd6'},"{'href': None, 'total': 211}",[],https://api.spotify.com/v1/artists/3anH6IjogfsbzwaSRB8Kd6,3anH6IjogfsbzwaSRB8Kd6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a86eb36e67ce5d6ac943bf6c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a86eb36e67ce5d6ac943bf6c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a86eb36e67ce5d6ac943bf6c', 'width': 64}]",Seismic Shift,41,artist,spotify:artist:3anH6IjogfsbzwaSRB8Kd6
205,{'spotify': 'https://open.spotify.com/artist/6ongOGTUwDaQjpqjnlkooi'},"{'href': None, 'total': 154}",[],https://api.spotify.com/v1/artists/6ongOGTUwDaQjpqjnlkooi,6ongOGTUwDaQjpqjnlkooi,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27341fd2504a549d8bf00329952', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0241fd2504a549d8bf00329952', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485141fd2504a549d8bf00329952', 'width': 64}]",Everything Will Rust,42,artist,spotify:artist:6ongOGTUwDaQjpqjnlkooi
206,{'spotify': 'https://open.spotify.com/artist/5QggUZgvXPXT5X0jouJKBr'},"{'href': None, 'total': 208}",[],https://api.spotify.com/v1/artists/5QggUZgvXPXT5X0jouJKBr,5QggUZgvXPXT5X0jouJKBr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d83b8c861fd9bbde39a7d9d7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d83b8c861fd9bbde39a7d9d7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d83b8c861fd9bbde39a7d9d7', 'width': 64}]",Bliss Phenomena,51,artist,spotify:artist:5QggUZgvXPXT5X0jouJKBr
207,{'spotify': 'https://open.spotify.com/artist/2dm3Qg6j7Y7Dl2yiFCT7MA'},"{'href': None, 'total': 183}",[],https://api.spotify.com/v1/artists/2dm3Qg6j7Y7Dl2yiFCT7MA,2dm3Qg6j7Y7Dl2yiFCT7MA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739f6b939b162f30fb1916d585', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029f6b939b162f30fb1916d585', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519f6b939b162f30fb1916d585', 'width': 64}]",Atmos 11,47,artist,spotify:artist:2dm3Qg6j7Y7Dl2yiFCT7MA
208,{'spotify': 'https://open.spotify.com/artist/752MndEnUavC68pPM6NtxB'},"{'href': None, 'total': 858}",['background music'],https://api.spotify.com/v1/artists/752MndEnUavC68pPM6NtxB,752MndEnUavC68pPM6NtxB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27396b8d7c71666797e48099a6d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0296b8d7c71666797e48099a6d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485196b8d7c71666797e48099a6d', 'width': 64}]",Moments of Clarity,58,artist,spotify:artist:752MndEnUavC68pPM6NtxB
209,{'spotify': 'https://open.spotify.com/artist/11nQp4wRj814vcNBbVKXua'},"{'href': None, 'total': 100}",['background music'],https://api.spotify.com/v1/artists/11nQp4wRj814vcNBbVKXua,11nQp4wRj814vcNBbVKXua,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27395e6f46ccb64ca64c7d293ff', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0295e6f46ccb64ca64c7d293ff', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485195e6f46ccb64ca64c7d293ff', 'width': 64}]",Elevie J,52,artist,spotify:artist:11nQp4wRj814vcNBbVKXua
210,{'spotify': 'https://open.spotify.com/artist/3GrOqlDYHDtloOS3v1cnvD'},"{'href': None, 'total': 1062}",['background music'],https://api.spotify.com/v1/artists/3GrOqlDYHDtloOS3v1cnvD,3GrOqlDYHDtloOS3v1cnvD,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a111ebc7fa2e2d7faef60749', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a111ebc7fa2e2d7faef60749', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a111ebc7fa2e2d7faef60749', 'width': 64}]",Spirit Minds,57,artist,spotify:artist:3GrOqlDYHDtloOS3v1cnvD
211,{'spotify': 'https://open.spotify.com/artist/0Z3GVEGMJYq0nTdZNJAx4V'},"{'href': None, 'total': 2553}","['background music', 'focus']",https://api.spotify.com/v1/artists/0Z3GVEGMJYq0nTdZNJAx4V,0Z3GVEGMJYq0nTdZNJAx4V,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb9577a54a38c6f917c401d4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb9577a54a38c6f917c401d4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb9577a54a38c6f917c401d4', 'width': 64}]",The Tides,54,artist,spotify:artist:0Z3GVEGMJYq0nTdZNJAx4V
212,{'spotify': 'https://open.spotify.com/artist/2PUPgKWq4JNwSVQE41PXrT'},"{'href': None, 'total': 228}",[],https://api.spotify.com/v1/artists/2PUPgKWq4JNwSVQE41PXrT,2PUPgKWq4JNwSVQE41PXrT,"[{'height': 640, 'url': 'https://i.scdn.co/image/57e5a9a0e5f749e0b2e250e9b81f70ab7a85abc6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9c325123bd147c8c435f6546151b8a0311e47c4f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/548cb98afb1e37e01b906ac00bf7a38c4ee0a1ef', 'width': 160}]",Light & Sound,48,artist,spotify:artist:2PUPgKWq4JNwSVQE41PXrT
213,{'spotify': 'https://open.spotify.com/artist/2Jxut5ovk7TqCMRl0EYPxO'},"{'href': None, 'total': 114}",['background music'],https://api.spotify.com/v1/artists/2Jxut5ovk7TqCMRl0EYPxO,2Jxut5ovk7TqCMRl0EYPxO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273954fed265f3798975e46b458', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02954fed265f3798975e46b458', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851954fed265f3798975e46b458', 'width': 64}]",Padauk,36,artist,spotify:artist:2Jxut5ovk7TqCMRl0EYPxO
214,{'spotify': 'https://open.spotify.com/artist/5VWWftIdcTzXDWTicX5l0c'},"{'href': None, 'total': 156}",[],https://api.spotify.com/v1/artists/5VWWftIdcTzXDWTicX5l0c,5VWWftIdcTzXDWTicX5l0c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273688ffb7ee254a2cfc1dde345', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02688ffb7ee254a2cfc1dde345', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851688ffb7ee254a2cfc1dde345', 'width': 64}]",Adumbration,42,artist,spotify:artist:5VWWftIdcTzXDWTicX5l0c
215,{'spotify': 'https://open.spotify.com/artist/4aFC3M76kBNOVNH1YIvtaD'},"{'href': None, 'total': 177}",[],https://api.spotify.com/v1/artists/4aFC3M76kBNOVNH1YIvtaD,4aFC3M76kBNOVNH1YIvtaD,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737166d22aa8bd716f533054ed', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027166d22aa8bd716f533054ed', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517166d22aa8bd716f533054ed', 'width': 64}]",Clouds of Calm,47,artist,spotify:artist:4aFC3M76kBNOVNH1YIvtaD
216,{'spotify': 'https://open.spotify.com/artist/2SdRLr197dzDytBbZe5RZA'},"{'href': None, 'total': 368}",['background music'],https://api.spotify.com/v1/artists/2SdRLr197dzDytBbZe5RZA,2SdRLr197dzDytBbZe5RZA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c5fd72fed91a694477397cc6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c5fd72fed91a694477397cc6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c5fd72fed91a694477397cc6', 'width': 64}]",Crystalsong,48,artist,spotify:artist:2SdRLr197dzDytBbZe5RZA
